Exp_id,Algorithm,Noise_Ratio,T,s,Max_Included_Literals,Epochs,Platform,Total_Time,Accuracy
20250409090514,TMClassifier,0.02,10000,10.0,32,10,CPU_sparse,958.9832980632782,72.60928961748634
20250409090514,Graph NN,0.05,0,0,0,2000,CPU,47.38658022880554,83.63388180732727
20250409090514,GraphTM,0.05,10000,10.0,23,10,CUDA,136.52869582176208,95.0
20250409090514,TMClassifier,0.05,10000,10.0,32,10,CPU_sparse,982.7437946796417,64.00273224043715
20250409090514,Graph NN,0.1,0,0,0,2000,CPU,50.3098578453064,78.49726676940918
20250409090514,GraphTM,0.1,10000,10.0,23,10,CUDA,150.58712220191956,90.10928961748634
20250409090514,TMClassifier,0.1,10000,10.0,32,10,CPU_sparse,952.3902399539948,48.97540983606557
20250409090514,Graph NN,0.2,0,0,0,2000,CPU,47.68881940841675,67.54098534584045
20250409090514,GraphTM,0.2,10000,10.0,23,10,CUDA,170.5669903755188,78.44262295081967
20250409090514,TMClassifier,0.2,10000,10.0,32,10,CPU_sparse,1160.643584728241,20.116120218579233
20250409090514,Graph NN,0.005,0,0,0,2000,CPU,42.35506534576416,80.71038126945496
20250409090514,GraphTM,0.005,10000,10.0,23,10,CUDA,110.72827911376953,98.46994535519126
20250409090514,TMClassifier,0.005,10000,10.0,32,10,CPU_sparse,1161.2603483200073,76.70765027322405
20250409090514,Graph NN,0.01,0,0,0,2000,CPU,44.48380947113037,75.95628499984741
20250409090514,GraphTM,0.01,10000,10.0,23,10,CUDA,113.78427290916443,98.4153005464481
20250409090514,TMClassifier,0.01,10000,10.0,32,10,CPU_sparse,1164.732885837555,74.93169398907104
20250409090514,Graph NN,0.02,0,0,0,2000,CPU,41.45829200744629,88.27868700027466
20250409090514,GraphTM,0.02,10000,10.0,23,10,CUDA,121.14582562446594,97.62295081967213
20250409090514,TMClassifier,0.02,10000,10.0,32,10,CPU_sparse,971.4570569992065,72.40437158469946
20250409090514,Graph NN,0.05,0,0,0,2000,CPU,44.6593804359436,75.7377028465271
20250409090514,GraphTM,0.05,10000,10.0,23,10,CUDA,136.09871077537537,94.72677595628414
20250409090514,TMClassifier,0.05,10000,10.0,32,10,CPU_sparse,1170.4177556037903,64.1051912568306
20250409090514,Graph NN,0.1,0,0,0,2000,CPU,41.33125162124634,78.38797569274902
20250409090514,GraphTM,0.1,10000,10.0,23,10,CUDA,150.5243456363678,89.61748633879782
20250409090514,TMClassifier,0.1,10000,10.0,32,10,CPU_sparse,940.6334030628204,49.62431693989071
20250409090514,Graph NN,0.2,0,0,0,2000,CPU,43.79690456390381,63.387978076934814
20250409090514,GraphTM,0.2,10000,10.0,23,10,CUDA,170.47909784317017,77.34972677595628
20250409090514,TMClassifier,0.2,10000,10.0,32,10,CPU_sparse,951.3798985481262,20.116120218579233
20250409090514,Graph NN,0.005,0,0,0,2000,CPU,44.20913028717041,94.4535493850708
20250409090514,GraphTM,0.005,10000,10.0,23,10,CUDA,110.41194748878479,98.82513661202185
20250409090514,TMClassifier,0.005,10000,10.0,32,10,CPU_sparse,1164.4012093544006,76.74180327868852
20250409090514,Graph NN,0.01,0,0,0,2000,CPU,43.56287693977356,77.86885499954224
20250409090514,GraphTM,0.01,10000,10.0,23,10,CUDA,113.86108899116516,98.25136612021858
20250409090514,TMClassifier,0.01,10000,10.0,32,10,CPU_sparse,1165.0554220676422,74.55601092896174
20250409090514,Graph NN,0.02,0,0,0,2000,CPU,43.18827676773071,90.76502919197083
20250409090514,GraphTM,0.02,10000,10.0,23,10,CUDA,121.40065360069275,97.6775956284153
20250409090514,TMClassifier,0.02,10000,10.0,32,10,CPU_sparse,1142.509984254837,72.1311475409836
20250409090514,Graph NN,0.05,0,0,0,2000,CPU,46.11475706100464,87.2950792312622
20250409090514,GraphTM,0.05,10000,10.0,23,10,CUDA,136.23513627052307,93.98907103825137
20250409090514,TMClassifier,0.05,10000,10.0,32,10,CPU_sparse,1018.888409614563,64.1051912568306
20250409090514,Graph NN,0.1,0,0,0,2000,CPU,46.72879457473755,72.92349934577942
20250409090514,GraphTM,0.1,10000,10.0,23,10,CUDA,150.53106451034546,89.75409836065575
20250409090514,TMClassifier,0.1,10000,10.0,32,10,CPU_sparse,1152.1242747306824,49.62431693989071
20250409090514,Graph NN,0.2,0,0,0,2000,CPU,42.78840351104736,61.72131299972534
20250409090514,GraphTM,0.2,10000,10.0,23,10,CUDA,170.45607113838196,78.5792349726776
